,Voxel,Associated System,PC
1131,2132,Default,0.817346020438
1132,2133,Default,0.733593763579
1133,2134,Somatomotor,0.854903251592
1134,2135,Somatomotor,0.849368592144
1135,2136,Somatomotor,0.808283325521
1136,2137,Attention,0.802949703267
1137,2138,Visual,0.710656980812
1138,2139,Visual,0.726029055842
1139,2140,Visual,0.673728767318
1140,2141,Visual,0.506899862587
1141,2142,Visual,0.463334065415
1142,2143,Visual,0.327505930712
1143,2144,Visual,0.364076174075
1144,2145,Visual,0.394409517825
1145,2146,Visual,0.478564772289
1146,2147,Visual,0.74383200252
1147,2148,Somatomotor,0.729788132357
1148,2149,Somatomotor,0.718548548893
1149,2150,Somatomotor,0.807460187466
1150,2151,Somatomotor,0.696047881558
1151,2152,Temporal,0.679558962471
1152,2153,Default,0.833596288094
1153,2154,Cingulo-opercular,0.840020414617
1154,2155,Cingulo-opercular,0.859798032332
1155,2156,Cingulo-opercular,0.80863221737
1156,2157,Cingulo-opercular,0.827328296762
1157,2158,Default,0.842097106709
1158,2159,Temporal,0.826128680321
1159,2160,Somatomotor,0.804216030633
1160,2161,Somatomotor,0.660083263418
1161,2162,Somatomotor,0.787664492034
1162,2163,Somatomotor,0.814722307341
1163,2164,Somatomotor,0.686290087566
1164,2165,Somatomotor,0.71798115811
1165,2166,Visual,0.605965246938
1166,2167,Visual,0.466275063332
1167,2168,Visual,0.560017087567
1168,2169,Cingulo-opercular,0.537050925143
1169,2170,Cingulo-opercular,0.40825004075
1170,2171,Visual,0.580834505998
1171,2172,Visual,0.605853181213
1172,2173,Somatomotor,0.623325721266
1173,2174,Somatomotor,0.489825455266
1174,2175,Somatomotor,0.697147212669
1175,2176,Somatomotor,0.720734312129
1176,2177,Somatomotor,0.608867805463
1177,2178,Somatomotor,0.698185797262
1178,2179,Cingulo-opercular,0.812930209142
1179,2180,Cingulo-opercular,0.823212615234
1180,2181,Cingulo-opercular,0.792869285845
1181,2182,Cingulo-opercular,0.778920553465
1182,2183,Cingulo-opercular,0.824431033294
1183,2184,Cingulo-opercular,0.755937395409
1184,2185,Somatomotor,0.746867635021
1185,2186,Somatomotor,0.622323858336
