,Associated System,Cortical CI,Cortical Target,Target PC,Target WMD,Voxel
19410,Cingulo-opercular,2,42,0.056391793237723156,0.45056115913062272,2992
19411,Cingulo-opercular,9,49,0.76916372484295215,1.0006474618575132,2992
19412,Cingulo-opercular,6,52,0.4976423711485275,-1.1693401665429541,2992
19413,Cingulo-opercular,3,58,0.12310506124511607,0.59817121465821999,2992
19414,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,2992
19415,Cingulo-opercular,0,78,0.068556656567210023,-0.98338220638014406,2992
19416,Cingulo-opercular,4,83,0.75200890323631864,-0.43342134161225121,2992
19417,Cingulo-opercular,3,93,0.53227754543939498,-0.49367381845152619,2992
19418,Cingulo-opercular,0,97,0.0,-1.3101020161405488,2992
19419,Cingulo-opercular,2,125,0.52590223748595966,-0.25366965615412634,2992
19420,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,2992
19421,Cingulo-opercular,2,146,0.094678909110408771,0.20503425311220305,2992
19422,Cingulo-opercular,2,160,0.25318307675478902,0.23051518649933794,2992
19423,Cingulo-opercular,6,162,0.55390125052961714,0.55240714154916348,2992
19424,Cingulo-opercular,9,163,0.80853511489728169,0.58182182257905524,2992
19425,Cingulo-opercular,8,171,0.63127757126932227,0.15716920278498098,2992
19426,Cingulo-opercular,0,187,0.25465548021657014,0.35174416380462975,2992
19427,Cingulo-opercular,8,193,0.66693752999934619,0.68442950929399571,2992
19428,Cingulo-opercular,6,205,0.56947143387367027,0.19732720098384918,2992
19429,Cingulo-opercular,1,212,0.52990972783865853,1.3979776194123552,2992
19430,Cingulo-opercular,4,231,0.30336258148008877,0.81239009599823375,2992
19431,Cingulo-opercular,1,259,0.66402419719298411,0.50632289359243665,2992
19432,Cingulo-opercular,6,281,0.65631416902326123,1.2297847254201912,2992
19433,Cingulo-opercular,3,328,0.49341657869114314,0.44762607906903756,2992
19434,Cingulo-opercular,7,334,0.29051907992581377,-2.8037540122193549,2992
19435,Cingulo-opercular,6,4,0.60109766186291658,0.73997215435411356,2993
19436,Cingulo-opercular,1,14,0.58806524948625138,0.98214986494441603,2993
19437,Cingulo-opercular,2,42,0.056391793237723156,0.45056115913062272,2993
19438,Cingulo-opercular,9,49,0.76916372484295215,1.0006474618575132,2993
19439,Cingulo-opercular,6,52,0.4976423711485275,-1.1693401665429541,2993
19440,Cingulo-opercular,3,58,0.12310506124511607,0.59817121465821999,2993
19441,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,2993
19442,Cingulo-opercular,0,78,0.068556656567210023,-0.98338220638014406,2993
19443,Cingulo-opercular,5,82,0.54723929118715053,-0.66424928760823398,2993
19444,Cingulo-opercular,4,83,0.75200890323631864,-0.43342134161225121,2993
19445,Cingulo-opercular,3,93,0.53227754543939498,-0.49367381845152619,2993
19446,Cingulo-opercular,2,125,0.52590223748595966,-0.25366965615412634,2993
19447,Cingulo-opercular,4,132,0.43598403597848495,0.03172228455109561,2993
19448,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,2993
19449,Cingulo-opercular,2,146,0.094678909110408771,0.20503425311220305,2993
19450,Cingulo-opercular,2,160,0.25318307675478902,0.23051518649933794,2993
19451,Cingulo-opercular,6,162,0.55390125052961714,0.55240714154916348,2993
19452,Cingulo-opercular,9,163,0.80853511489728169,0.58182182257905524,2993
19453,Cingulo-opercular,8,193,0.66693752999934619,0.68442950929399571,2993
19454,Cingulo-opercular,6,205,0.56947143387367027,0.19732720098384918,2993
19455,Cingulo-opercular,1,214,0.34505451105951118,-0.032553478559749896,2993
19456,Cingulo-opercular,4,231,0.30336258148008877,0.81239009599823375,2993
19457,Cingulo-opercular,3,328,0.49341657869114314,0.44762607906903756,2993
19458,Cingulo-opercular,7,336,0.62642537896507111,0.102446461043198,2993
19459,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,2993
19460,Cingulo-parietal,6,4,0.60109766186291658,0.73997215435411356,2994
19461,Cingulo-parietal,1,14,0.58806524948625138,0.98214986494441603,2994
19462,Cingulo-parietal,4,16,0.65791485688757134,1.2094785714422698,2994
19463,Cingulo-parietal,1,35,0.57989520356025726,0.80205496365321594,2994
19464,Cingulo-parietal,0,38,0.32875151997947066,-0.85021024039057891,2994
19465,Cingulo-parietal,2,42,0.056391793237723156,0.45056115913062272,2994
19466,Cingulo-parietal,9,49,0.76916372484295215,1.0006474618575132,2994
19467,Cingulo-parietal,6,52,0.4976423711485275,-1.1693401665429541,2994
19468,Cingulo-parietal,3,58,0.12310506124511607,0.59817121465821999,2994
19469,Cingulo-parietal,3,69,0.10846340387782673,0.47810441663241482,2994
19470,Cingulo-parietal,0,78,0.068556656567210023,-0.98338220638014406,2994
19471,Cingulo-parietal,2,79,0.0744001701105131,0.50765180436685664,2994
19472,Cingulo-parietal,5,82,0.54723929118715053,-0.66424928760823398,2994
19473,Cingulo-parietal,3,93,0.53227754543939498,-0.49367381845152619,2994
19474,Cingulo-parietal,4,132,0.43598403597848495,0.03172228455109561,2994
19475,Cingulo-parietal,3,139,0.082723322179123163,0.57134584965663149,2994
19476,Cingulo-parietal,2,146,0.094678909110408771,0.20503425311220305,2994
19477,Cingulo-parietal,3,152,0.14563568157097753,0.69784826205626416,2994
19478,Cingulo-parietal,2,160,0.25318307675478902,0.23051518649933794,2994
19479,Cingulo-parietal,6,162,0.55390125052961714,0.55240714154916348,2994
19480,Cingulo-parietal,9,163,0.80853511489728169,0.58182182257905524,2994
19481,Cingulo-parietal,6,205,0.56947143387367027,0.19732720098384918,2994
19482,Cingulo-parietal,1,227,0.7411761070646945,-0.79562041111386295,2994
19483,Cingulo-parietal,4,231,0.30336258148008877,0.81239009599823375,2994
19484,Cingulo-parietal,6,236,0.609269641494537,-0.77162878187217354,2994
19485,Cingulo-parietal,1,259,0.66402419719298411,0.50632289359243665,2994
19486,Cingulo-parietal,1,297,0.53203137955072533,0.15372941173013202,2994
19487,Cingulo-parietal,1,312,0.0,-1.3000234224386122,2994
19488,Cingulo-parietal,3,328,0.49341657869114314,0.44762607906903756,2994
19489,Cingulo-parietal,7,334,0.29051907992581377,-2.8037540122193549,2994
19490,Cingulo-parietal,3,340,0.1176274352514509,0.60546193671196724,2994
19491,Cingulo-parietal,6,4,0.60109766186291658,0.73997215435411356,2995
19492,Cingulo-parietal,1,14,0.58806524948625138,0.98214986494441603,2995
19493,Cingulo-parietal,2,42,0.056391793237723156,0.45056115913062272,2995
19494,Cingulo-parietal,9,49,0.76916372484295215,1.0006474618575132,2995
19495,Cingulo-parietal,3,69,0.10846340387782673,0.47810441663241482,2995
19496,Cingulo-parietal,0,78,0.068556656567210023,-0.98338220638014406,2995
19497,Cingulo-parietal,5,82,0.54723929118715053,-0.66424928760823398,2995
19498,Cingulo-parietal,2,89,0.43301304891115422,-0.9258906711542314,2995
19499,Cingulo-parietal,4,132,0.43598403597848495,0.03172228455109561,2995
19500,Cingulo-parietal,3,139,0.082723322179123163,0.57134584965663149,2995
19501,Cingulo-parietal,2,143,0.18546470810790511,-0.70211165310101442,2995
19502,Cingulo-parietal,2,160,0.25318307675478902,0.23051518649933794,2995
19503,Cingulo-parietal,6,162,0.55390125052961714,0.55240714154916348,2995
19504,Cingulo-parietal,9,163,0.80853511489728169,0.58182182257905524,2995
19505,Cingulo-parietal,6,205,0.56947143387367027,0.19732720098384918,2995
19506,Cingulo-parietal,7,206,0.48672513543842438,0.6640610093753051,2995
19507,Cingulo-parietal,4,221,0.49174123234346323,0.099524457780583095,2995
19508,Cingulo-parietal,4,222,0.76767104822704668,0.51773427502240421,2995
19509,Cingulo-parietal,1,227,0.7411761070646945,-0.79562041111386295,2995
19510,Cingulo-parietal,3,248,0.032030840608621429,-2.8904462750935966,2995
19511,Cingulo-parietal,1,287,0.49240285649763882,0.598953123642607,2995
19512,Cingulo-parietal,2,294,0.52763582229926542,-1.1156806549769949,2995
19513,Cingulo-parietal,1,297,0.53203137955072533,0.15372941173013202,2995
19514,Cingulo-parietal,2,298,0.29960741203588437,-0.51992336597905064,2995
19515,Cingulo-parietal,1,312,0.0,-1.3000234224386122,2995
19516,Cingulo-parietal,3,328,0.49341657869114314,0.44762607906903756,2995
19517,Cingulo-parietal,7,334,0.29051907992581377,-2.8037540122193549,2995
19518,Cingulo-parietal,3,340,0.1176274352514509,0.60546193671196724,2995
19519,Cingulo-parietal,2,347,0.35835828310412077,-0.34261201546077963,2995
19520,Cingulo-parietal,2,368,0.55093549332408687,-0.91602831919001448,2995
19521,Cingulo-parietal,2,393,0.11866717354143946,-0.44268024067884887,2995
19522,Default,6,4,0.60109766186291658,0.73997215435411356,2996
19523,Default,1,14,0.58806524948625138,0.98214986494441603,2996
19524,Default,2,42,0.056391793237723156,0.45056115913062272,2996
19525,Default,9,49,0.76916372484295215,1.0006474618575132,2996
19526,Default,3,69,0.10846340387782673,0.47810441663241482,2996
19527,Default,2,89,0.43301304891115422,-0.9258906711542314,2996
19528,Default,2,125,0.52590223748595966,-0.25366965615412634,2996
19529,Default,9,163,0.80853511489728169,0.58182182257905524,2996
19530,Default,3,182,0.38496090159330537,-1.0698127130841486,2996
19531,Default,6,205,0.56947143387367027,0.19732720098384918,2996
19532,Default,4,222,0.76767104822704668,0.51773427502240421,2996
19533,Default,1,227,0.7411761070646945,-0.79562041111386295,2996
19534,Default,3,248,0.032030840608621429,-2.8904462750935966,2996
19535,Default,2,263,0.39544598833758504,0.7294224156656185,2996
19536,Default,1,287,0.49240285649763882,0.598953123642607,2996
19537,Default,2,294,0.52763582229926542,-1.1156806549769949,2996
19538,Default,2,298,0.29960741203588437,-0.51992336597905064,2996
19539,Default,1,312,0.0,-1.3000234224386122,2996
19540,Default,8,317,0.74701225715504005,0.43003093898762912,2996
19541,Default,7,320,0.38587171207879317,-0.44987294751784429,2996
19542,Default,3,340,0.1176274352514509,0.60546193671196724,2996
19543,Default,2,347,0.35835828310412077,-0.34261201546077963,2996
19544,Default,3,391,0.21835976234425292,-1.2958706845850327,2996
19545,Default,2,42,0.056391793237723156,0.45056115913062272,2997
19546,Default,0,45,0.10585425148765155,0.32071782146107825,2997
19547,Default,9,49,0.76916372484295215,1.0006474618575132,2997
19548,Default,3,69,0.10846340387782673,0.47810441663241482,2997
19549,Default,3,87,0.2308052329788246,0.22229313750320681,2997
19550,Default,2,113,0.18042390106043665,-0.48880279431196105,2997
19551,Default,2,125,0.52590223748595966,-0.25366965615412634,2997
19552,Default,9,163,0.80853511489728169,0.58182182257905524,2997
19553,Default,3,182,0.38496090159330537,-1.0698127130841486,2997
19554,Default,8,193,0.66693752999934619,0.68442950929399571,2997
19555,Default,6,205,0.56947143387367027,0.19732720098384918,2997
19556,Default,1,212,0.52990972783865853,1.3979776194123552,2997
19557,Default,2,294,0.52763582229926542,-1.1156806549769949,2997
19558,Default,2,298,0.29960741203588437,-0.51992336597905064,2997
19559,Default,1,312,0.0,-1.3000234224386122,2997
19560,Default,8,317,0.74701225715504005,0.43003093898762912,2997
19561,Default,7,320,0.38587171207879317,-0.44987294751784429,2997
19562,Default,2,325,0.0,-2.0684197151412023,2997
19563,Default,3,340,0.1176274352514509,0.60546193671196724,2997
19564,Default,3,390,0.039005092760788784,-0.40670716575706578,2997
19565,Default,3,391,0.21835976234425292,-1.2958706845850327,2997
19566,Default,4,396,0.61190185666607433,-0.43053697229685628,2997
19567,Cingulo-opercular,4,24,0.64570903711759819,0.088096585782139566,2998
19568,Cingulo-opercular,7,37,0.62869832833826267,0.21577354973239518,2998
19569,Cingulo-opercular,0,45,0.10585425148765155,0.32071782146107825,2998
19570,Cingulo-opercular,0,46,0.3999937745716074,0.83757821559928536,2998
19571,Cingulo-opercular,9,49,0.76916372484295215,1.0006474618575132,2998
19572,Cingulo-opercular,3,58,0.12310506124511607,0.59817121465821999,2998
19573,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,2998
19574,Cingulo-opercular,3,87,0.2308052329788246,0.22229313750320681,2998
19575,Cingulo-opercular,2,113,0.18042390106043665,-0.48880279431196105,2998
19576,Cingulo-opercular,2,125,0.52590223748595966,-0.25366965615412634,2998
19577,Cingulo-opercular,8,126,0.63338016598914693,-1.8572354176810064,2998
19578,Cingulo-opercular,9,163,0.80853511489728169,0.58182182257905524,2998
19579,Cingulo-opercular,8,193,0.66693752999934619,0.68442950929399571,2998
19580,Cingulo-opercular,6,205,0.56947143387367027,0.19732720098384918,2998
19581,Cingulo-opercular,0,217,0.6888023373647415,1.0362621183274723,2998
19582,Cingulo-opercular,3,235,0.24403885130656525,1.114848032391955,2998
19583,Cingulo-opercular,1,259,0.66402419719298411,0.50632289359243665,2998
19584,Cingulo-opercular,2,282,0.40646211799346021,-0.5222816459026649,2998
19585,Cingulo-opercular,7,320,0.38587171207879317,-0.44987294751784429,2998
19586,Cingulo-opercular,3,321,0.13455292314537404,0.96437585452672825,2998
19587,Cingulo-opercular,2,325,0.0,-2.0684197151412023,2998
19588,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,2998
19589,Cingulo-opercular,3,390,0.039005092760788784,-0.40670716575706578,2998
19590,Cingulo-opercular,4,396,0.61190185666607433,-0.43053697229685628,2998
19591,Cingulo-opercular,7,37,0.62869832833826267,0.21577354973239518,2999
19592,Cingulo-opercular,0,46,0.3999937745716074,0.83757821559928536,2999
19593,Cingulo-opercular,3,58,0.12310506124511607,0.59817121465821999,2999
19594,Cingulo-opercular,8,65,0.66011234532258301,-0.27933979573889273,2999
19595,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,2999
19596,Cingulo-opercular,6,75,0.53787234053832389,1.4262232028806676,2999
19597,Cingulo-opercular,5,82,0.54723929118715053,-0.66424928760823398,2999
19598,Cingulo-opercular,1,123,0.6610697169328682,-0.25908408178212639,2999
19599,Cingulo-opercular,2,125,0.52590223748595966,-0.25366965615412634,2999
19600,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,2999
19601,Cingulo-opercular,6,157,0.67254996078470008,-0.7602244580492965,2999
19602,Cingulo-opercular,9,163,0.80853511489728169,0.58182182257905524,2999
19603,Cingulo-opercular,8,193,0.66693752999934619,0.68442950929399571,2999
19604,Cingulo-opercular,0,217,0.6888023373647415,1.0362621183274723,2999
19605,Cingulo-opercular,1,227,0.7411761070646945,-0.79562041111386295,2999
19606,Cingulo-opercular,3,235,0.24403885130656525,1.114848032391955,2999
19607,Cingulo-opercular,2,282,0.40646211799346021,-0.5222816459026649,2999
19608,Cingulo-opercular,7,320,0.38587171207879317,-0.44987294751784429,2999
19609,Cingulo-opercular,3,321,0.13455292314537404,0.96437585452672825,2999
19610,Cingulo-opercular,2,325,0.0,-2.0684197151412023,2999
19611,Cingulo-opercular,3,328,0.49341657869114314,0.44762607906903756,2999
19612,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,2999
19613,Cingulo-opercular,3,390,0.039005092760788784,-0.40670716575706578,2999
19614,Cingulo-opercular,4,396,0.61190185666607433,-0.43053697229685628,2999
19615,Cingulo-opercular,8,400,0.7802019383185852,-0.92671453978616469,2999
19616,Cingulo-opercular,0,46,0.3999937745716074,0.83757821559928536,3000
19617,Cingulo-opercular,8,65,0.66011234532258301,-0.27933979573889273,3000
19618,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,3000
19619,Cingulo-opercular,5,82,0.54723929118715053,-0.66424928760823398,3000
19620,Cingulo-opercular,0,86,0.66012699926532781,0.21541774021440083,3000
19621,Cingulo-opercular,0,97,0.0,-1.3101020161405488,3000
19622,Cingulo-opercular,3,112,0.10024713000918507,0.54068444940906324,3000
19623,Cingulo-opercular,1,123,0.6610697169328682,-0.25908408178212639,3000
19624,Cingulo-opercular,2,125,0.52590223748595966,-0.25366965615412634,3000
19625,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,3000
19626,Cingulo-opercular,6,157,0.67254996078470008,-0.7602244580492965,3000
19627,Cingulo-opercular,9,163,0.80853511489728169,0.58182182257905524,3000
19628,Cingulo-opercular,8,193,0.66693752999934619,0.68442950929399571,3000
19629,Cingulo-opercular,5,200,0.64664126913810349,-1.4465103323449768,3000
19630,Cingulo-opercular,1,212,0.52990972783865853,1.3979776194123552,3000
19631,Cingulo-opercular,1,227,0.7411761070646945,-0.79562041111386295,3000
19632,Cingulo-opercular,3,235,0.24403885130656525,1.114848032391955,3000
19633,Cingulo-opercular,6,281,0.65631416902326123,1.2297847254201912,3000
19634,Cingulo-opercular,7,320,0.38587171207879317,-0.44987294751784429,3000
19635,Cingulo-opercular,3,321,0.13455292314537404,0.96437585452672825,3000
19636,Cingulo-opercular,2,325,0.0,-2.0684197151412023,3000
19637,Cingulo-opercular,3,328,0.49341657869114314,0.44762607906903756,3000
19638,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,3000
19639,Cingulo-opercular,5,341,0.58668729127042674,0.014224589315788797,3000
19640,Cingulo-opercular,3,390,0.039005092760788784,-0.40670716575706578,3000
19641,Cingulo-opercular,4,396,0.61190185666607433,-0.43053697229685628,3000
19642,Cingulo-opercular,6,4,0.60109766186291658,0.73997215435411356,3001
19643,Cingulo-opercular,0,46,0.3999937745716074,0.83757821559928536,3001
19644,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,3001
19645,Cingulo-opercular,2,79,0.0744001701105131,0.50765180436685664,3001
19646,Cingulo-opercular,5,82,0.54723929118715053,-0.66424928760823398,3001
19647,Cingulo-opercular,2,125,0.52590223748595966,-0.25366965615412634,3001
19648,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,3001
19649,Cingulo-opercular,2,146,0.094678909110408771,0.20503425311220305,3001
19650,Cingulo-opercular,6,157,0.67254996078470008,-0.7602244580492965,3001
19651,Cingulo-opercular,9,163,0.80853511489728169,0.58182182257905524,3001
19652,Cingulo-opercular,2,168,0.16341117191755827,0.20498887439879646,3001
19653,Cingulo-opercular,3,199,0.24152545005717854,0.40113991018044975,3001
19654,Cingulo-opercular,6,205,0.56947143387367027,0.19732720098384918,3001
19655,Cingulo-opercular,1,227,0.7411761070646945,-0.79562041111386295,3001
19656,Cingulo-opercular,3,235,0.24403885130656525,1.114848032391955,3001
19657,Cingulo-opercular,4,241,0.5658484984273886,0.040854760925255355,3001
19658,Cingulo-opercular,2,250,0.15545405180896138,0.57496323085879808,3001
19659,Cingulo-opercular,6,255,0.69111490050070046,-1.9177896846633655,3001
19660,Cingulo-opercular,6,281,0.65631416902326123,1.2297847254201912,3001
19661,Cingulo-opercular,4,304,0.57158352561112002,0.092048914807689036,3001
19662,Cingulo-opercular,5,313,0.75232211799870763,-0.3743646629272312,3001
19663,Cingulo-opercular,3,328,0.49341657869114314,0.44762607906903756,3001
19664,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,3001
19665,Cingulo-opercular,5,341,0.58668729127042674,0.014224589315788797,3001
19666,Cingulo-opercular,6,342,0.45213797282786039,0.84543905980988743,3001
19667,Cingulo-opercular,2,394,0.22703419064690966,0.34111911978914389,3001
19668,Cingulo-opercular,4,396,0.61190185666607433,-0.43053697229685628,3001
19669,Cingulo-opercular,6,4,0.60109766186291658,0.73997215435411356,3002
19670,Cingulo-opercular,2,42,0.056391793237723156,0.45056115913062272,3002
19671,Cingulo-opercular,0,46,0.3999937745716074,0.83757821559928536,3002
19672,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,3002
19673,Cingulo-opercular,2,79,0.0744001701105131,0.50765180436685664,3002
19674,Cingulo-opercular,3,112,0.10024713000918507,0.54068444940906324,3002
19675,Cingulo-opercular,2,125,0.52590223748595966,-0.25366965615412634,3002
19676,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,3002
19677,Cingulo-opercular,2,146,0.094678909110408771,0.20503425311220305,3002
19678,Cingulo-opercular,6,157,0.67254996078470008,-0.7602244580492965,3002
19679,Cingulo-opercular,6,205,0.56947143387367027,0.19732720098384918,3002
19680,Cingulo-opercular,1,214,0.34505451105951118,-0.032553478559749896,3002
19681,Cingulo-opercular,3,235,0.24403885130656525,1.114848032391955,3002
19682,Cingulo-opercular,6,255,0.69111490050070046,-1.9177896846633655,3002
19683,Cingulo-opercular,6,281,0.65631416902326123,1.2297847254201912,3002
19684,Cingulo-opercular,9,290,0.80112484768202541,0.81540403512878579,3002
19685,Cingulo-opercular,4,304,0.57158352561112002,0.092048914807689036,3002
19686,Cingulo-opercular,5,313,0.75232211799870763,-0.3743646629272312,3002
19687,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,3002
19688,Cingulo-opercular,5,341,0.58668729127042674,0.014224589315788797,3002
19689,Cingulo-opercular,2,394,0.22703419064690966,0.34111911978914389,3002
19690,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,3003
19691,Cingulo-opercular,2,79,0.0744001701105131,0.50765180436685664,3003
19692,Cingulo-opercular,3,112,0.10024713000918507,0.54068444940906324,3003
19693,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,3003
19694,Cingulo-opercular,6,157,0.67254996078470008,-0.7602244580492965,3003
19695,Cingulo-opercular,9,163,0.80853511489728169,0.58182182257905524,3003
19696,Cingulo-opercular,6,205,0.56947143387367027,0.19732720098384918,3003
19697,Cingulo-opercular,3,235,0.24403885130656525,1.114848032391955,3003
19698,Cingulo-opercular,6,255,0.69111490050070046,-1.9177896846633655,3003
19699,Cingulo-opercular,1,259,0.66402419719298411,0.50632289359243665,3003
19700,Cingulo-opercular,6,281,0.65631416902326123,1.2297847254201912,3003
19701,Cingulo-opercular,9,290,0.80112484768202541,0.81540403512878579,3003
19702,Cingulo-opercular,5,299,0.68304600144688421,-0.43876198988280701,3003
19703,Cingulo-opercular,4,304,0.57158352561112002,0.092048914807689036,3003
19704,Cingulo-opercular,3,321,0.13455292314537404,0.96437585452672825,3003
19705,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,3003
19706,Cingulo-opercular,2,394,0.22703419064690966,0.34111911978914389,3003
19707,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,3004
19708,Cingulo-opercular,2,79,0.0744001701105131,0.50765180436685664,3004
19709,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,3004
19710,Cingulo-opercular,6,157,0.67254996078470008,-0.7602244580492965,3004
19711,Cingulo-opercular,9,163,0.80853511489728169,0.58182182257905524,3004
19712,Cingulo-opercular,3,243,0.34491888376826135,1.3709349652846403,3004
19713,Cingulo-opercular,1,259,0.66402419719298411,0.50632289359243665,3004
19714,Cingulo-opercular,6,281,0.65631416902326123,1.2297847254201912,3004
19715,Cingulo-opercular,3,321,0.13455292314537404,0.96437585452672825,3004
19716,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,3004
19717,Cingulo-opercular,0,345,0.10102870739549308,-0.38339669606297533,3004
19718,Cingulo-opercular,2,394,0.22703419064690966,0.34111911978914389,3004
19719,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,3005
19720,Cingulo-opercular,4,119,0.70287185877359459,1.1071435526963074,3005
19721,Cingulo-opercular,3,124,0.085773135214656668,0.0018503849556592974,3005
19722,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,3005
19723,Cingulo-opercular,9,163,0.80853511489728169,0.58182182257905524,3005
19724,Cingulo-opercular,3,243,0.34491888376826135,1.3709349652846403,3005
19725,Cingulo-opercular,6,281,0.65631416902326123,1.2297847254201912,3005
19726,Cingulo-opercular,3,321,0.13455292314537404,0.96437585452672825,3005
19727,Cingulo-opercular,3,328,0.49341657869114314,0.44762607906903756,3005
19728,Cingulo-opercular,2,332,0.07824092073446301,0.55240399948247654,3005
19729,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,3005
19730,Cingulo-opercular,0,345,0.10102870739549308,-0.38339669606297533,3005
19731,Cingulo-opercular,5,82,0.54723929118715053,-0.66424928760823398,3006
19732,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,3006
19733,Cingulo-opercular,0,144,0.68675736525319897,0.71244765401869403,3006
19734,Cingulo-opercular,8,193,0.66693752999934619,0.68442950929399571,3006
19735,Cingulo-opercular,1,310,0.41007830080519131,-0.28802400109205639,3006
19736,Cingulo-opercular,2,332,0.07824092073446301,0.55240399948247654,3006
19737,Cingulo-opercular,2,113,0.18042390106043665,-0.48880279431196105,3007
19738,Cingulo-opercular,3,194,0.46569086380934749,0.32299196214433185,3007
19739,Cingulo-opercular,0,239,0.10346221440905561,-1.1450482302174403,3007
19740,Cingulo-opercular,6,147,0.54954880205034151,1.3184662114094621,3008
19741,Cingulo-opercular,0,239,0.10346221440905561,-1.1450482302174403,3008
19742,Cingulo-opercular,5,299,0.68304600144688421,-0.43876198988280701,3008
19743,Cingulo-opercular,2,325,0.0,-2.0684197151412023,3008
19744,Cingulo-opercular,4,51,0.53549146035941086,0.38518956589197373,3009
19745,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,3009
19746,Cingulo-opercular,1,137,0.57818140678424879,0.65203182320381414,3009
19747,Cingulo-opercular,6,147,0.54954880205034151,1.3184662114094621,3009
19748,Cingulo-opercular,6,162,0.55390125052961714,0.55240714154916348,3009
19749,Cingulo-opercular,1,212,0.52990972783865853,1.3979776194123552,3009
19750,Cingulo-opercular,3,243,0.34491888376826135,1.3709349652846403,3009
19751,Cingulo-opercular,1,259,0.66402419719298411,0.50632289359243665,3009
19752,Cingulo-opercular,6,281,0.65631416902326123,1.2297847254201912,3009
19753,Cingulo-opercular,1,303,0.3912933333748192,0.084256776800556293,3009
19754,Cingulo-opercular,2,325,0.0,-2.0684197151412023,3009
19755,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,3009
19756,Cingulo-opercular,4,51,0.53549146035941086,0.38518956589197373,3010
19757,Cingulo-opercular,3,69,0.10846340387782673,0.47810441663241482,3010
19758,Cingulo-opercular,0,136,0.35062358010367811,0.66508309651542707,3010
19759,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,3010
19760,Cingulo-opercular,3,194,0.46569086380934749,0.32299196214433185,3010
19761,Cingulo-opercular,3,243,0.34491888376826135,1.3709349652846403,3010
19762,Cingulo-opercular,1,259,0.66402419719298411,0.50632289359243665,3010
19763,Cingulo-opercular,6,265,0.53842160211233414,-0.84743208875185261,3010
19764,Cingulo-opercular,6,281,0.65631416902326123,1.2297847254201912,3010
19765,Cingulo-opercular,1,303,0.3912933333748192,0.084256776800556293,3010
19766,Cingulo-opercular,4,311,0.60280427251977975,1.0283314794974234,3010
19767,Cingulo-opercular,2,325,0.0,-2.0684197151412023,3010
19768,Cingulo-opercular,7,334,0.29051907992581377,-2.8037540122193549,3010
19769,Cingulo-opercular,3,340,0.1176274352514509,0.60546193671196724,3010
19770,Cingulo-opercular,2,394,0.22703419064690966,0.34111911978914389,3010
19771,Cingulo-opercular,5,397,0.62692534959359136,0.83844485386421785,3010
19772,Cingulo-opercular,4,41,0.6185230837788569,0.61717035501641793,3011
19773,Cingulo-opercular,2,42,0.056391793237723156,0.45056115913062272,3011
19774,Cingulo-opercular,6,75,0.53787234053832389,1.4262232028806676,3011
19775,Cingulo-opercular,2,79,0.0744001701105131,0.50765180436685664,3011
19776,Cingulo-opercular,0,97,0.0,-1.3101020161405488,3011
19777,Cingulo-opercular,3,104,0.67886461210876958,-0.64022201185133154,3011
19778,Cingulo-opercular,3,139,0.082723322179123163,0.57134584965663149,3011
19779,Cingulo-opercular,3,152,0.14563568157097753,0.69784826205626416,3011
19780,Cingulo-opercular,2,160,0.25318307675478902,0.23051518649933794,3011
19781,Cingulo-opercular,1,214,0.34505451105951118,-0.032553478559749896,3011
19782,Cingulo-opercular,3,235,0.24403885130656525,1.114848032391955,3011
19783,Cingulo-opercular,2,250,0.15545405180896138,0.57496323085879808,3011
